creditamount,country,gender,age,salary,leave
594,France,Male,23,160968.44,0
716,France,Female,44,27341.63,1
668,France,Female,35,53994.64,0
678,Germany,Male,23,91633.53,0
545,France,Male,23,189613.12,0
613,France,Female,40,60706.33,0
687,Spain,Female,21,154767.34,0
715,France,Male,28,196853.11,0
618,Germany,Male,41,195775.48,0
721,France,Female,35,3086.89,0
445,Germany,Female,34,70618,0
690,France,Male,38,55034.02,0
709,France,Female,43,168035.62,1
671,Spain,Female,42,128449.33,0
538,France,Male,33,199249.29,0
735,France,Female,33,149474.69,0
592,France,Female,37,126726.33,0
747,France,Male,61,147554.26,0
675,Germany,Male,36,149399.7,0
632,Spain,Female,39,93536.38,0
621,France,Male,39,58883.91,0
521,Spain,Male,29,154271.41,0
591,Spain,Male,36,122022.89,0
706,Germany,Female,28,50299.14,0
677,France,Male,38,187800.63,0
769,Germany,Male,27,171344.09,0
771,France,Male,32,40920.59,0
601,Germany,Female,48,63940.68,1
670,France,Female,42,29483.87,0
517,France,Male,28,179056.23,0
834,France,Female,49,129273.94,0
571,France,Female,42,55558.51,1
576,Germany,Female,36,23305.85,0
718,France,Female,31,17128.64,0
636,Germany,Female,31,74641.9,0
566,Germany,Female,40,154486.01,0
711,France,Male,64,3185.67,0
574,France,Female,39,88463.63,0
619,France,Female,35,65682.93,0
588,France,Female,24,140586.08,0
760,Germany,Female,49,117232.9,1
665,France,Male,52,116137.01,1
739,Germany,Male,29,105533.96,0
641,France,Male,77,81514.06,0
685,Germany,Female,21,164966.27,0
594,France,Female,49,23631.55,0
557,Spain,Female,40,105433.53,0
697,France,Male,27,90591.15,0
656,France,Male,18,127014.32,0
712,Germany,Male,43,90905.26,0
689,Spain,Male,38,8651.92,1
697,France,Female,25,15467.98,0
589,France,Male,38,79915.28,0
525,Spain,Female,25,69361.95,0
680,France,Male,44,86935.08,0
617,France,Female,28,7597.83,1
680,France,Male,32,116957.6,0
662,Spain,Female,30,157884.83,0
736,Germany,Male,46,77981.54,1
657,Germany,Male,57,126369.55,1
350,Spain,Male,54,191973.49,1
617,France,Male,30,142940.39,0
562,France,Male,35,48869.67,0
705,Spain,Female,23,73131.73,0
516,France,Female,33,120037.36,0
573,France,Female,37,193995.37,0
538,Spain,Female,31,179453.66,0
699,France,Male,39,80963.92,0
504,Germany,Male,32,15658.99,0
583,Spain,Male,47,92708.1,0
712,Spain,Male,53,26542.17,0
626,Spain,Male,62,65010.74,0
631,France,Female,34,106892.91,0
663,France,Female,37,185210.63,0
506,Germany,Female,41,4035.46,0
570,Germany,Female,50,177805.44,1
703,France,Female,45,68831.72,0
698,Germany,Female,40,114732.62,0
731,Spain,Male,41,22299.27,0
625,France,Male,34,197283.2,0
634,Spain,Male,31,179485.96,1
616,France,Male,59,17699.48,0
500,France,Male,56,118490.8,1
446,France,Male,32,133292.94,0
669,France,Female,47,58170.24,0
581,Germany,Male,31,107137.3,0
704,Germany,Female,54,145071.33,1
748,France,Male,44,85495.24,0
680,Spain,Female,31,101139.3,0
655,France,Female,37,10511.13,0
690,Germany,Male,32,137916.49,0
695,Germany,Male,40,193383.13,0
700,Germany,Female,40,189826.96,1
773,France,Male,52,144113.42,0
749,France,Male,42,143538.51,0
611,France,Female,46,77677.14,1
606,Spain,Female,46,183717.94,0
554,France,Male,24,92180.62,0
567,France,Female,37,28690.9,0
559,Spain,Male,24,85891.02,1
594,Germany,Male,41,42050.24,0
513,France,Female,37,110142.34,0
652,Germany,Female,26,179269.79,0
680,Germany,Female,42,90558.24,1
784,Spain,Male,33,162022.47,0
812,Spain,Female,44,66926.83,1
784,Spain,Female,40,108891.3,0
570,France,Female,18,71811.9,0
712,France,Female,42,92223.59,0
705,Spain,Male,39,78065.9,0
681,Spain,Female,32,59679.9,0
620,France,Male,41,85000.32,0
711,France,Male,52,159808.95,0
613,France,Female,24,129001.3,0
613,Germany,Female,20,113557.7,1
682,Spain,Male,36,147758.51,0
850,Spain,Male,37,28865.59,0
601,France,Female,41,160607.06,0
595,Spain,Male,35,100015.79,1
675,Spain,Male,36,54478.52,0
591,Spain,Male,31,141677.33,0
602,France,Male,23,84077.6,0
554,Spain,Female,34,106981.03,0
541,France,Male,37,73551.44,0
506,France,Male,34,115842.1,0
814,Germany,Male,44,107013.59,0
683,France,Male,30,24938.84,0
485,Germany,Male,51,51113.14,0
696,Germany,Female,31,33828.64,0
608,France,Female,30,128875.86,0
792,France,Male,50,194700.81,1
686,Spain,Male,22,158974.45,0
790,Germany,Male,42,198182.73,0
654,France,Female,29,141404.07,0
452,France,Male,35,4175.68,0
719,Spain,Male,38,126876.47,0
707,France,Female,40,41052.82,0
699,France,Female,49,105760.01,0
850,Spain,Male,30,27937.12,0
828,Spain,Male,28,79355.87,0
850,Germany,Male,30,102180.27,0
712,Spain,Male,47,95719.73,0
634,France,Male,44,57121.51,0
730,Germany,Male,45,162478.11,0
685,Germany,Male,43,194808.51,0
809,Spain,Male,33,124045.65,0
707,Spain,Female,35,17987.4,1
648,Spain,Male,32,133653.38,0
760,Spain,Female,57,25101.17,0
805,Germany,Female,33,33330.89,0
585,France,Female,39,2401.26,0
595,Spain,Female,30,178361.04,0
630,France,Male,42,162697.93,0
627,Germany,Male,29,80607.33,0
631,Germany,Female,37,23146.62,0
776,Germany,Male,38,89893.6,0
676,Spain,Female,36,3173.31,0
758,Spain,Female,40,123218.81,0
637,France,Male,33,74588.41,0
850,France,Male,20,31288.77,0
601,Spain,Female,44,58561.31,0
735,France,Male,49,148804.36,0
614,Germany,Male,32,51117.06,0
672,Germany,Female,21,164537.17,0
642,France,Male,30,61977.82,0
633,Germany,Female,29,193362.99,0
769,Spain,Male,39,47722.79,0
796,Spain,Male,41,18510.41,0
715,France,Male,23,65057.71,0
695,France,Female,42,46374.64,0
747,France,Female,25,42039.67,0
584,Germany,Female,54,138192.98,1
476,France,Male,40,22735.45,0
850,France,Female,39,186910.74,0
529,France,Male,30,75285.47,0
584,Spain,Female,59,130260.11,1
586,Germany,Male,34,15034.93,0
674,Germany,Male,34,175709.4,1
552,France,Male,42,101069.71,1
601,Germany,Female,33,153012.13,0
541,France,Male,29,86173.92,0
744,Germany,Female,41,197548.63,0
595,Spain,Female,23,37042.8,0
724,Germany,Male,33,121085.72,0
533,Spain,Female,52,194113.99,1
618,France,Male,37,101273.23,0
523,Germany,Female,39,118711.75,1
642,Germany,Female,30,582.53,0
584,France,Male,35,192381.21,0
521,France,Male,38,136507.69,1
662,France,Female,36,138871.12,1
758,France,Female,34,60728.89,0
717,France,Male,38,189175.71,0
611,France,Male,40,102547.56,0
766,Germany,Male,43,36706.56,0
636,France,Female,34,44756.25,0
814,France,Female,48,132870.15,0
760,Spain,Male,28,16287.38,0
607,Germany,Male,39,121945.42,0
725,Spain,Female,36,131173.9,1
600,France,Male,37,88669.89,0
656,Germany,Male,27,160835.3,0
640,Spain,Male,34,24761.36,0
439,France,Male,28,138526.96,0
549,France,Female,38,157442.75,0
622,France,Male,38,105295.77,0
715,France,Male,34,97782.92,0
657,France,Female,41,68255.88,0
703,France,Male,36,108790.95,0
802,France,Male,33,143706.18,0
793,Spain,Female,36,148993.47,0
554,France,Female,35,95277.15,1
533,Spain,Male,38,152956.33,0
658,France,Male,36,94925.62,0
713,Germany,Male,40,87308.18,0
711,Spain,Male,37,83978.86,1
669,France,Male,25,37543.93,1
439,France,Female,43,104889.3,0
763,Spain,Female,37,149705.25,0
697,Germany,Female,74,16445.79,0
702,Spain,Female,35,54689.16,0
686,Spain,Male,41,194913.86,0
629,Spain,Male,36,146371.72,0
823,France,Male,38,156603.7,0
683,Germany,Female,35,182566.76,0
555,France,Male,37,60194.05,0
647,Germany,Male,44,36579.53,1
714,France,Female,51,5862.53,1
850,Spain,Female,39,143030.09,0
713,France,Female,59,62700.08,0
452,France,Male,30,99017.34,0
683,Spain,Female,24,187987.01,0
577,France,Female,26,123454.62,0
552,France,Male,33,10921.5,0
769,Germany,Female,31,53817.23,0
691,France,Male,38,81617.4,0
818,France,Female,49,192298.84,1
739,France,Male,41,143882.25,0
639,France,Female,50,53130.41,0
651,France,Female,65,190454.04,0
779,France,Female,26,111906,0
850,Germany,Female,33,113177.95,0
829,France,Male,38,30529.88,0
579,Germany,Male,31,18800.13,0
510,France,Male,32,46127.7,0
531,France,Male,29,75585.48,0
628,Germany,Female,36,63085.94,0
633,Spain,Male,32,74415.2,0
714,Spain,Male,45,139889.15,0
604,Spain,Male,23,7267.25,0
630,Spain,Male,35,186826.22,0
850,Spain,Female,31,162149.07,0
788,Germany,Female,57,180150.49,1
798,France,Female,37,83478.12,0
770,Germany,Male,45,26163.74,1
569,Germany,Male,25,44381.06,0
425,Spain,Female,22,136365,1
547,Spain,Female,31,99294.22,0
725,Germany,Male,45,173464.43,1
506,France,Male,37,127543.81,0
632,France,Female,36,52526.65,0
620,France,Male,22,32589.45,0
663,Germany,Male,32,47161.25,1
700,Spain,Female,46,45424.13,0
696,Germany,Male,38,8018.49,0
767,Spain,Male,31,195668,0
561,France,Male,56,133167.11,1
350,Germany,Male,39,123602.11,1
706,France,Male,54,186238.85,0
464,Spain,Female,34,158668.87,0
501,France,Female,34,9249.36,0
745,Spain,Female,35,116581.1,0
587,France,Female,36,44688.08,0
667,France,Female,48,148608.39,0
737,France,Male,36,188670.9,1
485,Spain,Female,30,107067.37,0
590,Spain,Female,37,61759.33,1
518,Germany,Female,35,192776.64,0
581,Spain,Female,29,46735.19,0
785,Germany,Female,33,169117.74,0
799,France,Female,52,89081.41,0
698,Spain,Male,38,105227.86,0
730,France,Female,41,128246.81,0
740,Germany,Female,36,94554.74,1
785,France,Female,47,33823.5,1
527,Spain,Female,29,97468.44,1
544,France,Female,29,164137.36,0
705,France,Male,61,191313.7,0
684,France,Male,34,65257.57,0
639,Spain,Female,28,178222.77,0
565,Germany,Female,38,179445.28,0
481,France,Male,44,65500.53,1
731,Spain,Male,25,97877.92,0
607,France,Male,45,113051.57,0
760,France,Female,32,105969.05,0
559,France,Female,70,122996.76,0
715,France,Female,33,68087.15,0
656,France,Male,36,21478.36,0
652,Germany,Male,33,158437.73,0
624,Spain,Male,33,76551.7,0
634,Spain,Male,36,15887.68,0
850,Spain,Female,50,33741.84,0
659,Germany,Female,39,20652.69,0
529,Spain,Male,35,112781.5,0
572,Spain,Male,31,119996.95,0
640,Germany,Male,39,6981.43,1
770,Spain,Male,55,185211.28,1
648,Spain,Male,35,78436.36,0
579,France,Male,31,139048,0
589,Germany,Female,36,136329.96,0
530,Spain,Female,36,14721.8,0
831,France,Male,30,3430.38,0
790,Germany,Male,24,160450.21,0
656,France,Male,35,1485.27,0
563,Spain,Male,32,19720.08,0
667,Spain,Male,39,41183.02,0
613,Spain,Male,34,139410.08,0
429,France,Male,60,163691.48,0
665,France,Female,23,115147.33,0
731,France,Male,33,74945.11,0
584,France,Female,37,180363.56,0
634,Germany,Female,31,196021.73,0
488,France,Male,34,125979.36,0
535,Spain,Female,49,111421.77,0
776,France,Female,29,115818.51,0
850,Spain,Female,38,179360.76,0
673,Spain,Female,37,82351.06,0
850,Germany,Female,45,192744.23,1
627,Spain,Female,30,113408.47,0
570,France,Female,33,124641.42,0
796,Spain,Male,67,54871.02,0
773,Spain,Female,33,98820.09,0
752,Spain,Male,36,45570.84,0
625,Spain,Female,69,182336.45,0
535,Germany,Male,20,118825.56,0
786,France,Female,29,103372.79,0
620,France,Female,67,43486.73,0
605,Spain,Female,48,40062.99,0
670,Spain,Female,32,46175.7,0
617,Spain,Male,42,120830.73,0
595,France,Male,41,5967.09,0
687,Germany,Female,29,122134.56,1
757,Germany,Male,30,62972.13,0
746,Spain,Male,31,174815.54,0
503,Spain,Male,25,192841.13,0
543,Germany,Male,48,33310.72,1
428,Germany,Female,40,72876.43,1
768,France,Female,28,50911.41,0
618,France,Male,56,142400.27,1
591,France,Female,31,48778.46,0
658,France,Female,35,156361.58,1
625,France,Male,36,133807.77,1
717,France,Male,36,179128.69,1
667,France,Male,44,91810.71,0
804,France,Male,24,173195.33,0
693,France,Male,31,182270.88,0
729,Germany,Male,36,177130.33,0
484,Germany,Male,54,49954.79,1
632,Spain,Female,40,141896.74,0
536,Germany,Male,23,120661.71,0
573,France,Female,26,149814.68,1
655,Spain,Female,56,41782.7,0
666,Germany,Male,74,46172.47,0
726,Germany,Male,30,2704.09,0
523,France,Male,39,6726.53,0
728,Germany,Female,33,170764.08,0
701,France,Male,30,45742.42,0
518,France,Male,38,162304.59,0
739,France,Male,37,80883.82,0
531,Germany,Female,31,118508.09,1
452,Spain,Male,44,69697.74,0
684,France,Male,45,183575.01,0
728,Germany,Male,39,161203.6,0
783,Spain,Male,39,143752.77,0
734,France,Male,22,121894.31,1
648,Germany,Male,34,147055.87,0
688,France,Male,52,172033.57,0
680,Spain,Male,35,143774.06,0
516,France,Female,43,139366.58,0
680,France,Female,37,81776.84,1
604,France,Male,53,190998.96,1
624,Germany,Male,27,4470.52,0
623,France,Male,21,135851.3,0
624,Spain,Male,51,172372.63,0
565,Germany,Female,58,135875.51,1
565,France,Male,55,128124.7,1
710,France,Male,54,167023.95,1
645,France,Male,42,149807.01,0
707,France,Male,33,54290.62,0
655,Spain,Female,36,86013.96,0
705,Spain,Female,24,79886.06,0
358,Spain,Female,52,141959.11,1
578,Germany,Male,34,66680.77,0
800,France,Female,40,98640.15,1
612,France,Female,33,142797.5,1
681,Germany,Female,48,163581.67,0
559,Spain,Male,25,163221.22,0
488,Spain,Female,39,12440.44,0
717,France,Female,36,145551.6,0
666,France,Female,41,50908.48,0
582,Spain,Male,26,30149.21,0
733,Spain,Female,30,57769.2,0
693,France,Male,41,156381.47,0
694,France,Female,33,178123.86,0
622,France,Female,35,51112.8,0
598,Spain,Female,38,173783.38,0
717,Spain,Male,35,174770.14,1
494,Germany,Male,37,172063.09,0
644,France,Male,33,155294.17,0
554,France,Female,30,40320.3,0
476,Spain,Female,69,134260.34,0
667,France,Male,28,147090.9,0
748,Spain,Female,40,132368.47,0
531,Spain,Female,45,164741.5,0
719,Spain,Female,47,63051.32,1
845,Germany,Female,41,199761.29,0
738,France,Male,54,55725.04,1
563,Spain,Female,46,163145.5,1
695,Spain,Male,28,57992.49,0
841,Spain,Male,41,193093.77,0
626,Germany,Male,36,57531.14,0
613,France,Female,29,77242.19,0
824,Germany,Male,60,153046.16,1
705,France,Female,49,63405.2,1
584,France,Female,44,106564.88,0
534,France,Male,62,42763.12,1
672,France,Female,34,168753.34,0
603,France,Male,43,19483.35,0
633,Germany,Male,43,158646.46,0
842,France,Male,58,83172.19,0
661,France,Female,27,76889.79,0
601,France,Male,74,51554.58,0
632,France,Male,41,105570.39,0
684,Germany,Male,29,79495.01,0
785,Germany,Female,32,52583.79,1
687,France,Male,39,26848.25,0
705,Germany,Female,43,10072.55,1
639,France,Male,43,187296.78,0
729,Germany,Male,46,104016.61,1
556,Spain,Female,48,151310.16,0
570,France,Male,32,62810.91,0
841,France,Male,74,60830.38,0
705,Germany,Male,35,116672.02,0
553,France,Male,32,77304.49,0
779,Germany,Female,40,52894.01,0
696,France,Male,28,116471.43,0
728,Spain,Female,37,4539.38,0
691,Germany,Male,27,142367.72,0
706,France,Male,30,110520.48,0
627,Germany,Female,30,188258.49,0
716,Germany,Female,18,197322.13,0
501,Germany,Male,24,80241.14,0
601,France,Male,41,172814.99,0
545,Spain,Female,39,38410.74,1
634,France,Male,45,17622.82,0
451,Spain,Female,23,48021.71,0
655,France,Female,59,88958.49,1
458,France,Female,39,116343.09,0
520,France,Male,33,166102.61,0
624,Spain,Female,28,104353.26,0
765,France,Male,51,115429.32,0
667,Germany,Female,37,178106.34,1
665,Spain,Male,41,132152.32,0
709,Germany,Male,34,21521.38,0
583,France,Female,44,27431.62,0
782,Spain,Male,34,42143.61,0
668,Spain,Female,24,106457.11,1
621,France,Male,47,133831.37,1
579,Germany,Female,64,164083.72,0
547,France,Female,38,159207.34,0
840,France,Female,39,84487.62,0
667,Germany,Female,27,3674.71,0
723,France,Male,34,12092.03,0
487,France,Male,45,77475.73,0
668,France,Female,31,41291.73,0
520,Germany,Male,34,343.38,0
549,France,Male,37,47432.43,0
567,France,Female,35,127827.18,0
720,France,Female,45,35633.15,1
492,France,Female,49,182865.09,1
712,France,Female,37,169386.81,0
689,Germany,Male,26,149073.88,0
850,France,Male,63,184107.26,1
747,France,Male,41,22750.17,0
469,Germany,Male,38,11950.29,0
539,Spain,Male,38,152880.07,1
743,France,Male,32,175252.78,0
707,France,Male,47,174303.29,0
581,Spain,Female,50,80701.72,0
737,Spain,Male,38,198516.2,0
445,Germany,Female,38,175756.36,0
703,Germany,Female,29,82824.08,0
588,Germany,Female,35,179866.01,1
765,France,Male,44,159899.97,0
626,France,Male,33,138504.28,0
545,Germany,Male,37,127394.67,0
744,France,Male,31,58961.49,0
658,Spain,Female,31,103644.98,1
629,Germany,Male,28,119647.7,0
719,France,Female,42,28465.86,1
686,Spain,Female,36,152979.14,0
743,France,Male,36,190911.02,0
626,Spain,Female,48,95794.98,0
661,Germany,Male,44,189742.78,1
710,Germany,Male,45,188574.08,0
654,France,Male,40,183872.88,1
569,Spain,Female,34,196555.32,0
640,France,Male,63,112503.24,1
562,France,Male,45,46864,0
721,France,Female,55,65864.4,1
456,Germany,Male,32,125167.92,0
811,Spain,Male,39,177519.39,0
534,France,Male,24,169653.32,0
423,France,Female,36,118372.55,1
594,Germany,Male,28,16481.12,0
725,Spain,Female,32,138525.19,0
716,France,Female,52,14608,1
595,Germany,Female,41,81548.38,0
679,France,Female,33,69608.48,0
667,Spain,Male,39,68873.8,0
661,France,Female,37,81102.81,0
655,Spain,Male,38,81054,1
555,France,Male,55,74149.77,0
531,Spain,Male,70,99503.19,0
611,Germany,Female,40,10109.47,0
600,France,Female,38,58855.85,0
531,Spain,Male,37,84402.46,0
601,France,Female,43,49713.87,1
548,France,Male,57,133537.53,0
759,France,Male,40,124615.59,0
678,Spain,Female,49,98090.69,0
755,Germany,Female,33,42607.69,0
594,France,Male,61,192434.11,0
768,France,Male,42,60686.4,0
492,France,Female,31,49463.44,0
637,Germany,Female,55,81431.99,1
646,Spain,Female,42,22909.56,0
593,Germany,Male,74,65532.17,0
596,Spain,Male,41,141053.85,0
722,Germany,Female,48,3472.63,1
642,France,Male,25,102083.78,0
472,Spain,Female,28,1801.77,0
738,Germany,Male,35,85185.44,0
732,Spain,Male,33,119882.7,0
404,Germany,Female,54,83715.66,1
701,France,Male,44,23425.78,0
683,France,Male,31,77326.78,0
460,France,Female,27,156150.08,1
690,France,Male,29,108577.97,0
618,Germany,Female,54,133573.29,1
671,France,Male,30,102057.86,0
765,Spain,Female,32,47247.56,0
651,Germany,Female,25,114566.47,0
704,France,Male,32,184464.7,1
544,France,Female,45,151401.33,0
790,France,Female,40,70607.1,0
710,Germany,Male,34,147074.67,0
743,France,Male,37,105780.18,0
702,France,Male,34,109496.45,0
704,France,Female,45,137739.45,0
614,France,Male,38,105140.92,0
609,Spain,Female,43,113276.46,1
688,France,Female,32,172531.23,0
713,France,Male,44,64375.4,0
736,Germany,Male,57,28434.44,1
727,France,Male,18,46941.41,0
850,France,Female,38,29333.01,0
718,Spain,Male,45,193724.51,0
643,France,Female,51,34967.75,1
653,France,Male,41,55663.85,0
674,France,Male,18,55753.12,1
690,France,Male,35,176962.31,0
819,France,Male,38,181507.44,0
634,Spain,Male,34,61995.57,0
633,Spain,Male,33,98349.13,0
850,France,Male,49,59748.19,0
665,France,Male,33,159840.51,0
630,Spain,Male,26,6656.64,0
836,Spain,Male,57,37141.62,1
668,France,Male,38,37094.75,0
753,France,Male,57,159475.08,1
745,France,Female,55,51548.14,1
693,France,Male,36,58719.63,1
606,Germany,Male,65,7861.68,1
660,France,Female,35,19199.61,0
608,France,Male,42,178504.29,0
744,France,Female,44,189016.14,0
731,France,Female,40,156048.64,0
683,France,Male,72,52876.41,0
727,France,Male,28,19653.08,0
561,Germany,Male,32,139451.98,0
700,France,Female,34,128136.29,0
605,France,Male,35,45206.57,0
767,Spain,Male,77,190146.83,0
511,France,Male,33,158313.87,0
667,France,Male,40,96670.2,0
787,France,Male,33,62163.53,0
705,Germany,Female,56,88428.41,1
773,Germany,Male,43,35908.46,0
554,France,Male,40,168780.04,0
526,Germany,Male,58,191263.76,0
661,Germany,Male,35,83052.03,0
698,France,Female,46,125962.02,0
646,France,Male,26,164696.27,0
757,Germany,Female,34,187011.96,0
699,Spain,Male,35,55324.49,0
667,France,Female,24,34335.55,0
774,Spain,Female,43,17004.14,0
745,Spain,Male,40,116331.42,0
649,France,Female,42,22974.01,0
634,Germany,Female,46,49725.16,1
665,Spain,Male,38,87412.74,0
713,France,Male,38,26136.89,0
652,France,Female,40,126554.96,0
739,Spain,Male,40,193321.3,0
556,Germany,Male,37,90928.02,1
699,Spain,Male,34,76510.46,0
708,Spain,Female,32,120115.5,0
480,France,Male,35,197984.58,0
700,Germany,Female,59,142977.05,1
525,Spain,Female,47,82522.61,1
845,France,Male,33,150664.97,0
613,France,Male,37,114153.44,0
850,France,Female,34,171706.66,0
798,Spain,Female,58,119071.56,1
773,Germany,Male,47,143007.49,1
614,Spain,Male,35,31302.35,0
473,Spain,Male,48,71139.8,0
762,France,Male,29,54122.89,0
701,France,Male,37,120031.29,0
600,France,Male,35,104076.51,0
850,Spain,Male,28,175853.64,0
613,Spain,Male,30,175795.87,0
509,France,Male,31,15360.91,0
509,Spain,Male,38,168460.12,0
609,France,Male,34,181177.9,0
456,France,Female,33,58363.94,0
728,France,Female,46,20276.87,1
663,Spain,Male,33,91514.62,0
673,Germany,Female,34,76703.1,0
717,France,Male,40,110887.14,0
741,Germany,Female,37,109843.16,0
498,Germany,Female,41,12577.21,1
850,France,Female,26,179365.1,0
493,France,Male,36,65816.53,0
686,France,Female,47,124170.9,0
666,Spain,Male,35,175015.12,0
733,Spain,Female,31,115441.66,0
631,Germany,Female,34,128247.03,0
714,Germany,Female,49,141914.94,0
767,Germany,Female,35,115566.57,1
711,Germany,Male,43,175423.69,0
722,France,Male,34,133447.49,0
631,Spain,Male,55,114474.98,0
701,Germany,Male,38,52044.66,0
790,Spain,Male,46,180290.68,0
633,Spain,Male,58,132034.13,0
644,France,Female,37,20968.88,0
757,Spain,Male,44,158735.1,0
696,France,Female,30,196134.44,0
746,France,Male,35,22374.97,0
649,Spain,Male,36,161668.15,0
565,Spain,Male,38,67339.34,0
720,France,Female,38,56229.72,1
648,Spain,Female,56,140991.23,1
632,Germany,Male,41,177644.52,1
622,France,Female,30,142342.55,1
835,France,Male,28,154559.28,0
493,France,Female,31,176570.28,1
785,Germany,Female,33,191961.83,0
681,Germany,Male,42,9452.88,1
621,Germany,Female,30,165257.31,0
756,Spain,Male,38,169763.89,1
515,France,Female,66,160663.11,0
625,France,Female,58,192072.1,1
717,Spain,Female,39,93275.61,0
595,Germany,Female,41,112269.67,0
539,Spain,Female,37,2186.83,0
762,France,Male,35,43075.7,0
706,Spain,Male,20,12368.11,0
677,Spain,Female,25,42410.21,0
733,Germany,Female,33,190430.81,0
684,Spain,Female,41,138394.37,0
679,France,Male,36,172501.38,0
478,Spain,Male,43,197916.43,0
696,France,Male,33,7035.36,0
686,Spain,Female,35,159676.55,0
466,France,Female,36,80603.99,0
686,France,Female,41,187599.8,0
576,France,Male,55,94450.97,0
763,Germany,Female,61,143981.27,0
572,France,Male,43,26450.57,1
757,France,Female,49,164482.92,0
582,France,Female,29,84012.81,0
623,France,Female,35,101192.08,0
617,Germany,Female,37,175324.74,1
425,France,Male,39,197226.32,0
659,France,Female,56,99504.03,1
605,France,Female,33,83700.66,0
538,France,Female,38,28226.15,1
665,Germany,Male,25,35321.65,0
491,Germany,Female,57,41229.73,1
726,Spain,Female,27,78970.58,0
580,France,Female,65,107890.69,1
550,France,Female,48,191870.28,0
542,France,Female,59,7905.06,1
732,France,Female,43,65731.53,0
473,France,Female,33,145698.73,0
745,Spain,Male,34,50046.25,0
732,France,Male,36,60830.24,0
848,Germany,Female,40,158853.98,0
572,France,Male,37,111243.09,0
702,France,Male,45,171014.69,0
664,Germany,Male,39,170835.32,0
630,Germany,Male,50,47775.34,1
618,Germany,Male,44,139297.71,0
556,France,Male,26,195167.38,0
619,France,Female,30,160948.87,0
644,France,Male,48,44965.54,1
658,Spain,Male,50,52137.73,0
598,Spain,Male,27,109296.18,0
677,France,Male,27,20092.89,0
689,Spain,Female,45,197804,1
591,France,Male,33,118782.06,0
699,France,Male,40,152876.13,1
749,Germany,Male,47,135655.29,1
709,France,Female,40,103970.58,0
607,Germany,Male,61,35786.76,0
650,Germany,Female,25,25325.07,0
651,Spain,Female,45,18732.84,0
676,France,Female,61,118522.73,0
723,France,Female,49,89972.25,0
714,Spain,Male,45,187194.15,0
759,Spain,Female,35,106785.7,0
582,France,Male,29,142516.35,0
697,France,Female,34,73334.43,0
610,Germany,Male,57,186612.47,0
488,Germany,Female,33,123613.81,0
599,Germany,Male,46,31368.08,1
781,France,Male,32,40066.95,0
645,France,Male,19,175969.19,0
545,France,Female,55,10034.77,1
597,Germany,Female,40,151167.94,0
561,Spain,Female,28,191387.76,0
662,France,Female,37,51229.17,0
649,Germany,Female,50,87351.42,1
630,France,Female,36,48984.95,0
672,Spain,Male,33,182738,0
636,Germany,Female,37,153535.27,0
593,Germany,Female,38,125079.65,0
545,Germany,Male,45,162321.26,0
567,Spain,Female,41,3414.72,0
583,France,Male,51,165082.25,0
681,France,Female,29,52021.39,0
762,Spain,Male,29,148256.43,0
648,Spain,Male,35,122899.01,0
644,France,Male,30,10771.46,0
706,Spain,Male,29,18255.51,0
850,France,Male,35,183566.78,0
484,Spain,Female,39,175224.12,0
508,Germany,Male,28,147913.56,0
439,France,Female,29,180598.66,0
484,Spain,Male,36,186136.48,0
803,Spain,Female,37,7455.2,0
724,Germany,Female,48,80552.11,1
640,France,Male,33,25722.28,1
701,Spain,Female,35,170996.86,0
537,France,Male,37,20603.32,0
651,Germany,Male,26,141763.26,0
523,Germany,Male,41,122284.38,1
717,France,Female,25,190011.85,0
593,Spain,Male,44,128046.98,0
706,Germany,Male,38,135662.17,0
714,Germany,Female,49,7571.51,1
794,Spain,Male,38,23596.24,0
518,Germany,Male,46,92727.42,1
589,Germany,Male,55,65156.83,1
824,France,Male,45,60151.77,0
719,Germany,Female,42,149097.38,1
617,Germany,Female,58,35199.24,1
651,France,Male,35,129451.29,1
637,Spain,Female,45,145134.49,1
554,France,Female,26,192709.69,0
731,Germany,Male,35,139083.7,0
569,Spain,Female,42,83629.6,1
625,Germany,Female,37,35625.41,0
592,France,Female,38,35338.96,0
669,France,Male,43,15602.8,0
663,Germany,Male,32,182355.21,0
518,Germany,Female,41,89327.67,0
686,Germany,Female,43,151903.6,0
709,Germany,Male,45,11.58,1
571,France,Female,33,77519.62,0
707,France,Female,31,91423.69,0
701,Germany,Male,32,106287.77,0
672,France,Male,34,161800.77,0
620,Germany,Male,39,80582.34,1
557,Spain,Male,48,185094.48,0
648,Spain,Female,54,172586.89,1
479,France,Female,35,195649.79,0
730,France,Female,22,145792.01,0
737,Germany,Female,43,138510.01,1
616,France,Male,31,168895.06,0
639,Spain,Male,29,97983.44,0
815,Spain,Female,39,85167.88,0
786,Spain,Male,31,18210.36,0
549,France,Male,50,13608.18,0
622,France,Female,38,110457.99,0
624,France,Male,26,31231.35,0
841,France,Male,34,141582.66,0
614,Spain,Female,41,14666.35,1
676,France,Male,30,55400.17,0
697,France,Male,42,174667.65,0
732,France,Female,40,154189.08,0
623,France,Male,27,142170.44,0
541,France,Male,46,94499.06,0
773,Spain,Female,39,182081.45,0
762,Germany,Male,34,68562.26,1
655,Spain,Female,35,88798.02,0
602,Germany,Male,32,113781.99,0
850,France,Male,31,121866.87,0
